DBN,Major N,Oth N,NoCrim N,Prop N,Vio N,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Latitude,Longitude,SATall,SATmath
27Q475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.693006,-73.82940699999999,384.6666666666667,404.0
27Q475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.695888000000004,-73.833681,384.6666666666667,404.0
27Q480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.679639,-73.837298,397.3333333333333,409.0
24Q600,0.0,6.0,6.0,4.0,1.0,0.81,3.95,6.51,2.3,1.78,40.742205,-73.928219,423.3333333333333,447.0
24Q600,0.0,3.0,7.0,1.0,1.0,0.82,2.97,5.58,1.79,1.67,40.742205,-73.928219,423.3333333333333,447.0
24Q600,0.0,1.0,5.0,1.0,0.0,0.59,2.3,4.8,1.36,1.17,40.742205,-73.928219,423.3333333333333,447.0
24Q485,2.0,3.0,22.0,0.0,5.0,0.81,5.43,8.48,3.24,2.33,40.711033,-73.908814,403.6666666666667,420.0
24Q485,0.0,5.0,6.0,3.0,2.0,0.95,3.35,6.9,2.5,1.45,40.711033,-73.908814,403.6666666666667,420.0
24Q485,0.0,3.0,12.0,0.0,3.0,0.59,2.3,4.8,1.36,1.17,40.711033,-73.908814,403.6666666666667,420.0
29Q492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.697819,-73.745728,406.6666666666667,426.0
29Q494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.697819,-73.745728,379.6666666666667,377.0
29Q498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.697819,-73.745728,383.6666666666667,381.0
29Q496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.697819,-73.745728,384.0,414.0
28Q505,2.0,6.0,12.0,3.0,5.0,2.13,9.06,14.5,6.06,3.56,40.709446,-73.80166,398.0,413.0
28Q505,4.0,6.0,11.0,7.0,3.0,1.57,7.21,14.07,5.14,2.57,40.709446,-73.80166,398.0,413.0
28Q505,2.0,9.0,12.0,7.0,4.0,1.13,8.47,15.33,3.8,3.07,40.709446,-73.80166,398.0,413.0
25Q525,0.0,1.0,0.0,1.0,0.0,0.56,2.4,3.56,1.36,1.05,40.734390000000005,-73.821392,636.6666666666666,651.0
25Q525,0.0,3.0,0.0,3.0,0.0,0.48,2.19,3.69,1.29,1.0,40.734390000000005,-73.821392,636.6666666666666,651.0
25Q525,0.0,1.0,2.0,1.0,0.0,0.57,2.12,3.64,1.39,1.05,40.734390000000005,-73.821392,636.6666666666666,651.0
24Q520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.744412,-73.93364,392.3333333333333,393.0
24Q530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.744412,-73.93364,354.6666666666667,409.0
26Q566,3.0,1.0,3.0,0.0,4.0,0.56,2.4,3.56,1.36,1.05,40.746088,-73.727535,426.3333333333333,434.0
26Q566,3.0,2.0,6.0,4.0,1.0,0.48,2.19,3.69,1.29,1.0,40.746088,-73.727535,426.3333333333333,434.0
26Q566,1.0,1.0,2.0,0.0,1.0,0.57,2.12,3.64,1.39,1.05,40.746088,-73.727535,426.3333333333333,434.0
30Q501,0.0,0.0,0.0,0.0,0.0,0.52,1.71,2.49,1.16,0.75,40.756534,-73.92512099999999,498.0,496.0
30Q501,0.0,2.0,0.0,1.0,0.0,0.46,1.65,2.77,1.17,0.75,40.756534,-73.92512099999999,498.0,496.0
30Q501,0.0,0.0,0.0,0.0,0.0,0.38,1.71,2.38,0.98,0.82,40.756534,-73.92512099999999,498.0,496.0
28Q338,1.0,0.0,1.0,0.0,1.0,0.35,1.06,1.09,0.73,0.5,40.70848,-73.800065,392.6666666666667,408.0
28Q338,0.0,0.0,0.0,0.0,0.0,0.36,0.76,1.17,0.64,0.37,40.70848,-73.800065,392.6666666666667,408.0
28Q338,0.0,0.0,0.0,0.0,0.0,0.24,0.71,1.71,0.51,0.32,40.70848,-73.800065,392.6666666666667,408.0
24Q610,0.0,4.0,6.0,3.0,0.0,2.39,7.89,13.67,5.22,3.94,40.743509,-73.929076,454.6666666666667,496.0
24Q610,0.0,1.0,5.0,0.0,1.0,1.96,7.74,16.07,5.48,3.44,40.743509,-73.929076,454.6666666666667,496.0
24Q610,2.0,0.0,1.0,2.0,0.0,1.69,7.16,17.44,3.63,3.94,40.743509,-73.929076,454.6666666666667,496.0
28Q620,5.0,5.0,7.0,3.0,6.0,2.39,7.89,13.67,5.22,3.94,40.715389,-73.80036899999999,457.3333333333333,478.0
28Q620,3.0,6.0,8.0,7.0,2.0,1.96,7.74,16.07,5.48,3.44,40.715389,-73.80036899999999,457.3333333333333,478.0
28Q620,2.0,8.0,7.0,5.0,3.0,1.69,7.16,17.44,3.63,3.94,40.715389,-73.80036899999999,457.3333333333333,478.0
27Q650,1.0,3.0,2.0,4.0,0.0,0.52,1.71,2.49,1.16,0.75,40.689591,-73.840717,448.3333333333333,491.0
27Q650,0.0,0.0,2.0,0.0,0.0,0.46,1.65,2.77,1.17,0.75,40.689591,-73.840717,448.3333333333333,491.0
27Q650,1.0,7.0,4.0,4.0,2.0,0.38,1.71,2.38,0.98,0.82,40.689591,-73.840717,448.3333333333333,491.0
28Q896,0.0,0.0,1.0,0.0,0.0,0.33,1.32,1.76,0.83,0.59,40.707527,-73.806412,438.6666666666667,445.0
28Q896,1.0,0.0,2.0,1.0,0.0,0.31,1.12,1.82,0.79,0.51,40.707527,-73.806412,438.6666666666667,445.0
28Q896,1.0,1.0,3.0,2.0,0.0,0.28,1.11,1.74,0.75,0.53,40.707527,-73.806412,438.6666666666667,445.0
28Q690,3.0,7.0,8.0,5.0,4.0,0.33,1.32,1.76,0.83,0.59,40.686208,-73.784144,398.6666666666667,406.0
28Q690,0.0,5.0,12.0,0.0,3.0,0.31,1.12,1.82,0.79,0.51,40.686208,-73.784144,398.6666666666667,406.0
28Q690,1.0,6.0,6.0,1.0,6.0,0.28,1.11,1.74,0.75,0.53,40.686208,-73.784144,398.6666666666667,406.0
28Q680,0.0,0.0,0.0,0.0,0.0,0.52,1.71,2.49,1.16,0.75,40.718831,-73.806499,512.6666666666666,523.0
28Q680,0.0,1.0,1.0,1.0,0.0,0.46,1.65,2.77,1.17,0.75,40.718831,-73.806499,512.6666666666666,523.0
28Q680,0.0,2.0,1.0,1.0,1.0,0.28,1.11,1.74,0.75,0.53,40.718831,-73.806499,512.6666666666666,523.0
25Q670,0.0,4.0,2.0,2.0,1.0,0.33,1.32,1.76,0.83,0.59,40.725603,-73.81069699999999,443.3333333333333,458.0
25Q670,0.0,3.0,3.0,3.0,0.0,0.31,1.12,1.82,0.79,0.51,40.725603,-73.81069699999999,443.3333333333333,458.0
25Q670,0.0,4.0,6.0,3.0,0.0,0.28,1.11,1.74,0.75,0.53,40.725603,-73.81069699999999,443.3333333333333,458.0
30Q502,0.0,7.0,5.0,5.0,2.0,0.52,1.71,2.49,1.16,0.75,40.748701000000004,-73.94638,413.0,434.0
30Q502,0.0,2.0,8.0,0.0,2.0,0.46,1.65,2.77,1.17,0.75,40.748701000000004,-73.94638,413.0,434.0
30Q502,0.0,2.0,2.0,1.0,0.0,0.38,1.71,2.38,0.98,0.82,40.748701000000004,-73.94638,413.0,434.0
79Q950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.70284,-73.808352,440.6666666666667,400.0
79Q950,0.0,0.0,0.0,0.0,0.0,1.57,7.21,14.07,5.14,2.57,40.70284,-73.808352,440.6666666666667,400.0
79Q950,0.0,0.0,0.0,0.0,0.0,1.13,8.47,15.33,3.8,3.07,40.70284,-73.808352,440.6666666666667,400.0
24Q267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.745095,-73.936635,406.3333333333333,413.0
24Q299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.745095,-73.936635,554.3333333333334,568.0
24Q264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.745095,-73.936635,426.6666666666667,454.0
24Q296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74373,-73.870642,317.0,323.0
24Q293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74373,-73.870642,413.3333333333333,429.0
28Q687,0.0,1.0,1.0,0.0,0.0,0.35,1.06,1.09,0.73,0.5,40.701049,-73.798151,622.6666666666666,660.0
28Q687,0.0,0.0,0.0,0.0,0.0,0.27,1.11,1.38,0.8,0.48,40.701049,-73.798151,622.6666666666666,660.0
28Q687,0.0,0.0,0.0,0.0,0.0,0.27,0.9,1.67,0.63,0.44,40.701049,-73.798151,622.6666666666666,660.0
25Q792,0.0,3.0,2.0,2.0,1.0,0.43,1.03,1.23,0.99,0.41,40.720359,-73.819792,392.3333333333333,421.0
25Q792,0.0,0.0,2.0,0.0,0.0,0.36,0.76,1.17,0.64,0.37,40.720359,-73.819792,392.3333333333333,421.0
25Q792,0.0,2.0,1.0,2.0,0.0,0.24,0.71,1.71,0.51,0.32,40.720359,-73.819792,392.3333333333333,421.0
30Q580,0.0,0.0,0.0,0.0,0.0,0.35,1.06,1.09,0.73,0.5,40.755365999999995,-73.92716899999999,545.3333333333334,568.0
30Q580,0.0,0.0,0.0,0.0,0.0,0.27,1.11,1.38,0.8,0.48,40.755365999999995,-73.92716899999999,545.3333333333334,568.0
30Q580,0.0,0.0,0.0,0.0,0.0,0.27,0.9,1.67,0.63,0.44,40.755365999999995,-73.92716899999999,545.3333333333334,568.0
75Q811,0.0,1.0,1.0,1.0,0.0,0.35,1.06,1.09,0.73,0.5,40.756778000000004,-73.729487,435.3333333333333,444.0
75Q811,0.0,0.0,0.0,0.0,0.0,0.27,1.11,1.38,0.8,0.48,40.756778000000004,-73.729487,435.3333333333333,444.0
75Q811,0.0,0.0,1.0,0.0,0.0,0.27,0.9,1.67,0.63,0.44,40.756778000000004,-73.729487,435.3333333333333,444.0
31R064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.581315000000004,-74.158589,398.3333333333333,412.0
31R047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.581315000000004,-74.158589,451.0,451.0
31R440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.569393,-74.107737,425.6666666666667,437.0
31R605,0.0,0.0,0.0,0.0,0.0,0.56,2.4,3.56,1.36,1.05,40.567873,-74.11537299999999,651.0,682.0
31R605,0.0,0.0,2.0,0.0,0.0,0.48,2.19,3.69,1.29,1.0,40.567873,-74.11537299999999,651.0,682.0
31R605,0.0,0.0,1.0,0.0,0.0,0.64,3.02,5.77,1.72,1.54,40.567873,-74.11537299999999,651.0,682.0
31R445,0.0,19.0,34.0,9.0,8.0,0.81,5.43,8.48,3.24,2.33,40.634572999999996,-74.141818,426.3333333333333,438.0
31R445,2.0,14.0,20.0,4.0,9.0,0.82,2.97,5.58,1.79,1.67,40.634572999999996,-74.141818,426.3333333333333,438.0
31R445,2.0,10.0,25.0,8.0,2.0,0.64,3.02,5.77,1.72,1.54,40.634572999999996,-74.141818,426.3333333333333,438.0
31R450,5.0,26.0,37.0,15.0,12.0,2.39,7.89,13.67,5.22,3.94,40.644735,-74.081222,433.6666666666667,435.0
31R450,5.0,24.0,29.0,21.0,8.0,1.96,7.74,16.07,5.48,3.44,40.644735,-74.081222,433.6666666666667,435.0
31R450,3.0,9.0,23.0,7.0,2.0,1.69,7.16,17.44,3.63,3.94,40.644735,-74.081222,433.6666666666667,435.0
31R455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.528092,-74.192032,472.6666666666667,486.0
31R607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.528092,-74.192032,383.3333333333333,375.0
31R460,3.0,12.0,36.0,9.0,2.0,2.13,9.06,14.5,6.06,3.56,40.596803,-74.124227,462.6666666666667,474.0
31R460,2.0,19.0,25.0,9.0,6.0,1.57,7.21,14.07,5.14,2.57,40.596803,-74.124227,462.6666666666667,474.0
31R460,1.0,12.0,25.0,6.0,2.0,1.13,8.47,15.33,3.8,3.07,40.596803,-74.124227,462.6666666666667,474.0
31R470,0.0,1.0,0.0,1.0,0.0,0.43,1.03,1.23,0.99,0.41,40.610867999999996,-74.087379,445.0,455.0
31R470,1.0,1.0,6.0,1.0,1.0,0.36,0.76,1.17,0.64,0.37,40.610867999999996,-74.087379,445.0,455.0
31R470,0.0,2.0,3.0,1.0,0.0,0.24,0.71,1.71,0.51,0.32,40.610867999999996,-74.087379,445.0,455.0
31R600,0.0,8.0,15.0,1.0,3.0,0.33,1.32,1.76,0.83,0.59,40.642793,-74.07873000000001,411.6666666666667,422.0
31R600,0.0,2.0,5.0,2.0,0.0,0.31,1.12,1.82,0.79,0.51,40.642793,-74.07873000000001,411.6666666666667,422.0
31R600,0.0,3.0,9.0,2.0,1.0,0.28,1.11,1.74,0.75,0.53,40.642793,-74.07873000000001,411.6666666666667,422.0
31R080,0.0,3.0,7.0,1.0,1.0,0.86,3.26,5.55,2.17,1.29,40.608517,-74.102078,475.3333333333333,488.0
31R080,1.0,3.0,1.0,4.0,0.0,0.89,3.22,5.07,2.18,1.64,40.608517,-74.102078,475.3333333333333,488.0
31R080,1.0,4.0,2.0,3.0,1.0,0.64,3.02,5.77,1.72,1.54,40.608517,-74.102078,475.3333333333333,488.0
09X250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.833665,-73.902499,389.6666666666667,394.0
09X260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.833665,-73.902499,465.3333333333333,480.0
09X276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840891,-73.898166,360.3333333333333,353.0
08X332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.817512,-73.898212,361.3333333333333,371.0
08X530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.817512,-73.898212,377.0,381.0
09X365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.849623,-73.91606999999999,317.0,339.0
12X262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8359,-73.890458,358.0,353.0
12X251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8359,-73.890458,374.0,381.0
12X278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.827315000000006,-73.897612,385.0,401.0
12X248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.827315000000006,-73.897612,351.6666666666667,367.0
10X225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.854493,-73.89671700000001,396.6666666666667,391.0
07X334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.81004,-73.917792,315.0,324.0
10X141,0.0,2.0,9.0,1.0,1.0,0.86,3.26,5.55,2.17,1.29,40.888338,-73.91348599999999,444.3333333333333,455.0
10X141,0.0,4.0,7.0,0.0,2.0,0.89,3.22,5.07,2.18,1.64,40.888338,-73.91348599999999,444.3333333333333,455.0
10X141,0.0,4.0,6.0,4.0,0.0,0.64,3.02,5.77,1.72,1.54,40.888338,-73.91348599999999,444.3333333333333,455.0
10X237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.875911,-73.901099,385.6666666666667,393.0
09X517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.833511,-73.90449,373.6666666666667,384.0
07X221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.813983,-73.92078199999999,363.3333333333333,378.0
07X520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.811162,-73.90980400000001,395.3333333333333,396.0
12X267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.827743,-73.90010500000001,417.0,432.0
07X500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.815498,-73.91224,419.0,426.0
08X282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.814833,-73.85658000000001,390.3333333333333,386.0
07X551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.813641,-73.925313,400.3333333333333,381.0
11X514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.887831,-73.852694,370.6666666666667,372.0
11X513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.887831,-73.852694,349.3333333333333,381.0
11X270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.887831,-73.852694,380.3333333333333,394.0
10X368,1.0,1.0,1.0,1.0,1.0,0.56,2.4,3.56,1.36,1.05,40.879368,-73.909896,393.6666666666667,408.0
10X368,0.0,6.0,7.0,4.0,0.0,0.48,2.19,3.69,1.29,1.0,40.879368,-73.909896,393.6666666666667,408.0
10X368,0.0,3.0,3.0,1.0,1.0,0.38,1.71,2.38,0.98,0.82,40.879368,-73.909896,393.6666666666667,408.0
09X404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.827642,-73.904473,358.0,360.0
09X297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.827642,-73.904473,382.6666666666667,386.0
09X543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.827642,-73.904473,346.3333333333333,315.0
09X403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.827642,-73.904473,321.6666666666667,312.0
12X480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.823532,-73.898872,393.6666666666667,385.0
12X446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.823532,-73.898872,367.0,372.0
08X293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840702,-73.838545,386.0,385.0
08X408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840702,-73.838545,396.0,373.0
08X405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840702,-73.838545,413.6666666666667,436.0
09X239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840422,-73.91091,361.3333333333333,355.0
09X414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840422,-73.91091,374.0,364.0
09X329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840422,-73.91091,379.3333333333333,365.0
09X412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840422,-73.91091,361.0,376.0
09X413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840422,-73.91091,407.0,419.0
09X227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.840422,-73.91091,349.6666666666667,376.0
11X542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.859665,-73.861006,429.3333333333333,438.0
11X541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.859665,-73.861006,376.3333333333333,382.0
11X288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.859665,-73.861006,449.3333333333333,471.0
11X415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.859665,-73.861006,360.3333333333333,361.0
11X299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.859665,-73.861006,389.6666666666667,391.0
10X549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.870293,-73.898309,371.6666666666667,379.0
12X388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.831601,-73.878912,323.3333333333333,351.0
12X692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.831601,-73.878912,346.0,357.0
12X690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.831601,-73.878912,379.3333333333333,387.0
12X550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.831601,-73.878912,313.0,323.0
11X275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.875953,-73.86197,370.3333333333333,376.0
11X544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.875953,-73.86197,375.3333333333333,378.0
11X265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.875953,-73.86197,378.3333333333333,391.0
11X253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.875953,-73.86197,382.3333333333333,357.0
11X545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.875953,-73.86197,387.6666666666667,393.0
11X290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.875953,-73.86197,378.3333333333333,365.0
10X268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.870293,-73.898309,320.6666666666667,356.0
10X342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.870293,-73.898309,311.3333333333333,333.0
10X433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.870293,-73.898309,368.6666666666667,371.0
10X442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.870293,-73.898309,423.3333333333333,420.0
10X243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,386.0,406.0
10X374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,393.3333333333333,401.0
10X438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,373.0,385.0
10X437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,359.0,350.0
10X439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,360.6666666666667,364.0
10X434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,407.3333333333333,418.0
10X440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.882178,-73.88691,418.3333333333333,426.0
10X445,0.0,2.0,5.0,1.0,0.0,2.13,9.06,14.5,6.06,3.56,40.877590000000005,-73.89104,656.3333333333334,688.0
10X445,0.0,3.0,11.0,2.0,0.0,1.57,7.21,14.07,5.14,2.57,40.877590000000005,-73.89104,656.3333333333334,688.0
10X445,0.0,2.0,7.0,1.0,0.0,1.13,8.47,15.33,3.8,3.07,40.877590000000005,-73.89104,656.3333333333334,688.0
08X540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,378.0,400.0
08X305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,346.0,361.0
08X312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,388.0,402.0
08X295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,400.0,390.0
08X452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,368.3333333333333,371.0
08X377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,370.6666666666667,369.0
11X455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.874091,-73.833904,383.6666666666667,397.0
11X249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.874091,-73.833904,377.6666666666667,381.0
09X505,2.0,4.0,1.0,2.0,2.0,0.52,1.71,2.49,1.16,0.75,40.827607,-73.918681,408.0,418.0
09X505,1.0,4.0,7.0,3.0,0.0,0.46,1.65,2.77,1.17,0.75,40.827607,-73.918681,408.0,418.0
09X505,0.0,3.0,8.0,1.0,1.0,0.38,1.71,2.38,0.98,0.82,40.827607,-73.918681,408.0,418.0
09X231,0.0,2.0,3.0,1.0,0.0,0.33,1.32,1.76,0.83,0.59,40.844958,-73.89705,378.0,387.0
09X231,1.0,8.0,7.0,2.0,4.0,0.31,1.12,1.82,0.79,0.51,40.844958,-73.89705,378.0,387.0
09X231,2.0,3.0,4.0,0.0,3.0,0.28,1.11,1.74,0.75,0.53,40.844958,-73.89705,378.0,387.0
07X495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.81825,-73.91103000000001,400.3333333333333,394.0
07X473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.81825,-73.91103000000001,365.6666666666667,375.0
10X477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,421.0,435.0
10X475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,350.6666666666667,362.0
10X397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,343.0,356.0
10X546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,354.6666666666667,362.0
10X284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,394.0,395.0
10X213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,383.3333333333333,412.0
07X600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.818232,-73.91986700000001,386.0,400.0
08X650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.821675,-73.90354599999999,370.6666666666667,359.0
07X655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.810803,-73.907015,394.6666666666667,416.0
10X667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.855698,-73.882715,341.0,356.0
10X660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.855698,-73.882715,366.6666666666667,382.0
07X548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.822309999999995,-73.923829,393.6666666666667,411.0
07X547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.822309999999995,-73.923829,361.3333333333333,356.0
07X527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.822309999999995,-73.923829,367.6666666666667,378.0
11X418,0.0,7.0,5.0,2.0,4.0,0.33,1.32,1.76,0.83,0.59,40.851405,-73.865036,422.6666666666667,433.0
11X418,0.0,11.0,7.0,8.0,2.0,0.27,1.11,1.38,0.8,0.48,40.851405,-73.865036,422.6666666666667,433.0
